&IN
 ETA= 0.83999999999999997     ,
 XI0= 0.19380000000000000     ,
 BETA=  4.8399999999999999     ,
 P=-0.29999999999999999     ,
 K0=  3.8399999999999999     ,
 KF=  1.0000000000000000     ,
 L0=  8.0000000000000000     ,
 LF=  30.000000000000000     ,
 LM=  20.000000000000000     ,
 LW=  5.0000000000000000     ,
 T0=  125.59999999999999     ,
 TF=  410.00000000000000     ,
 VS=  1.5300000000000000     ,
 NMAX=10000      ,
 /
  0.83999999999999997     
  0.19380000000000000     
   4.8399999999999999     
 -0.29999999999999999     
   3.8399999999999999     
   1.0000000000000000     
   8.0000000000000000     
   30.000000000000000     
   20.000000000000000     
   5.0000000000000000     
   125.59999999999999     
   410.00000000000000     
   1.5300000000000000     
       10000
   2.2000000000000001E-003

L                        T                        Ta                       v                        
    0.80572000000000E+01     0.13065311007190E+03     0.12319575882955E+03     0.12388592829403E+01     0.38389629367794E+01
    0.80594000000000E+01     0.13084413674436E+03     0.12310483578128E+03     0.12427879844241E+01     0.38389605876471E+01
    0.80616000000000E+01     0.13103492017906E+03     0.12301415567453E+03     0.12467283540385E+01     0.38389582335727E+01
    0.80638000000000E+01     0.13122546069004E+03     0.12292346786692E+03     0.12506804239568E+01     0.38389558745469E+01
    0.80660000000000E+01     0.13141575859089E+03     0.12283302289808E+03     0.12546442264335E+01     0.38389535105600E+01
    0.80682000000000E+01     0.13160581419473E+03     0.12274256968474E+03     0.12586197938061E+01     0.38389511416027E+01
    0.80704000000000E+01     0.13179562781419E+03     0.12265235920879E+03     0.12626071584938E+01     0.38389487676654E+01
    0.80726000000000E+01     0.13198519976146E+03     0.12256213994552E+03     0.12666063529945E+01     0.38389463887385E+01
    0.80748000000000E+01     0.13217453034823E+03     0.12247216331964E+03     0.12706174098922E+01     0.38389440048124E+01
    0.80770000000000E+01     0.13236361988574E+03     0.12238217736444E+03     0.12746403618503E+01     0.38389416158776E+01
    0.80792000000000E+01     0.13255246868478E+03     0.12229243394799E+03     0.12786752416155E+01     0.38389392219245E+01
    0.80814000000000E+01     0.13274107705566E+03     0.12220268066105E+03     0.12827220820178E+01     0.38389368229435E+01
    0.80836000000000E+01     0.13292944530821E+03     0.12211316981557E+03     0.12867809159691E+01     0.38389344189249E+01
    0.80858000000000E+01     0.13311757375182E+03     0.12202364855925E+03     0.12908517764635E+01     0.38389320098591E+01
    0.80880000000000E+01     0.13330546269540E+03     0.12193436964845E+03     0.12949346965799E+01     0.38389295957364E+01
    0.80902000000000E+01     0.13349311244743E+03     0.12184507978728E+03     0.12990297094797E+01     0.38389271765472E+01
    0.80924000000000E+01     0.13368052331589E+03     0.12175603217703E+03     0.13031368484072E+01     0.38389247522817E+01
    0.80946000000000E+01     0.13386769560832E+03     0.12166697307769E+03     0.13072561466913E+01     0.38389223229303E+01
    0.80968000000000E+01     0.13405462963180E+03     0.12157815613602E+03     0.13113876377451E+01     0.38389198884832E+01
    0.80990000000000E+01     0.13424132569294E+03     0.12148932716734E+03     0.13155313550645E+01     0.38389174489307E+01
    0.81012000000000E+01     0.13442778409792E+03     0.12140074026443E+03     0.13196873322307E+01     0.38389150042630E+01
    0.81034000000000E+01     0.13461400515242E+03     0.12131214079739E+03     0.13238556029081E+01     0.38389125544703E+01
    0.81056000000000E+01     0.13479998916170E+03     0.12122378330555E+03     0.13280362008469E+01     0.38389100995429E+01
    0.81078000000000E+01     0.13498573643056E+03     0.12113541271325E+03     0.13322291598829E+01     0.38389076394709E+01
    0.81100000000000E+01     0.13517124726332E+03     0.12104728400692E+03     0.13364345139347E+01     0.38389051742446E+01
    0.81122000000000E+01     0.13535652196388E+03     0.12095914166459E+03     0.13406522970074E+01     0.38389027038540E+01
    0.81144000000000E+01     0.13554156083566E+03     0.12087124112033E+03     0.13448825431920E+01     0.38389002282893E+01
    0.81166000000000E+01     0.13572636418164E+03     0.12078332640532E+03     0.13491252866635E+01     0.38388977475406E+01
    0.81188000000000E+01     0.13591093230436E+03     0.12069565340180E+03     0.13533805616837E+01     0.38388952615981E+01
    0.81210000000000E+01     0.13609526550588E+03     0.12060796569356E+03     0.13576484026006E+01     0.38388927704518E+01
    0.81232000000000E+01     0.13627936408783E+03     0.12052051961156E+03     0.13619288438484E+01     0.38388902740919E+01
    0.81254000000000E+01     0.13646322835139E+03     0.12043305829165E+03     0.13662219199469E+01     0.38388877725082E+01
    0.81276000000000E+01     0.13664685859729E+03     0.12034583851404E+03     0.13705276655031E+01     0.38388852656910E+01
    0.81298000000000E+01     0.13683025512581E+03     0.12025860296610E+03     0.13748461152103E+01     0.38388827536302E+01
    0.81320000000000E+01     0.13701341823679E+03     0.12017160887783E+03     0.13791773038489E+01     0.38388802363158E+01
    0.81342000000000E+01     0.13719634822961E+03     0.12008459848759E+03     0.13835212662865E+01     0.38388777137379E+01
    0.81364000000000E+01     0.13737904540322E+03     0.11999782947571E+03     0.13878780374784E+01     0.38388751858863E+01
    0.81386000000000E+01     0.13756151005612E+03     0.11991104363097E+03     0.13922476524666E+01     0.38388726527511E+01
    0.81408000000000E+01     0.13774374248635E+03     0.11982449908457E+03     0.13966301463818E+01     0.38388701143221E+01
    0.81430000000000E+01     0.13792574299154E+03     0.11973793717521E+03     0.14010255544415E+01     0.38388675705894E+01
    0.81452000000000E+01     0.13810751186886E+03     0.11965161648548E+03     0.14054339119522E+01     0.38388650215428E+01
    0.81474000000000E+01     0.13828904941502E+03     0.11956527790342E+03     0.14098552543088E+01     0.38388624671722E+01
    0.81496000000000E+01     0.13847035592633E+03     0.11947918046357E+03     0.14142896169938E+01     0.38388599074675E+01
    0.81518000000000E+01     0.13865143169862E+03     0.11939306460279E+03     0.14187370355795E+01     0.38388573424185E+01
    0.81540000000000E+01     0.13883227702730E+03     0.11930718980810E+03     0.14231975457258E+01     0.38388547720151E+01
    0.81562000000000E+01     0.13901289220736E+03     0.11922129606462E+03     0.14276711831835E+01     0.38388521962470E+01
    0.81584000000000E+01     0.13919327753331E+03     0.11913564331241E+03     0.14321579837909E+01     0.38388496151041E+01
    0.81606000000000E+01     0.13937343329926E+03     0.11904997108429E+03     0.14366579834768E+01     0.38388470285763E+01
    0.81628000000000E+01     0.13955335979886E+03     0.11896453977389E+03     0.14411712182597E+01     0.38388444366531E+01
    0.81650000000000E+01     0.13973305732535E+03     0.11887908846121E+03     0.14456977242477E+01     0.38388418393245E+01
    0.81672000000000E+01     0.13991252617150E+03     0.11879387799400E+03     0.14502375376385E+01     0.38388392365801E+01
    0.81694000000000E+01     0.14009176662967E+03     0.11870864699885E+03     0.14547906947218E+01     0.38388366284096E+01
    0.81716000000000E+01     0.14027077899179E+03     0.11862365677820E+03     0.14593572318762E+01     0.38388340148028E+01
    0.81738000000000E+01     0.14044956354935E+03     0.11853864550472E+03     0.14639371855716E+01     0.38388313957493E+01
    0.81760000000000E+01     0.14062812059341E+03     0.11845387493602E+03     0.14685305923685E+01     0.38388287712388E+01
    0.81782000000000E+01     0.14080645041458E+03     0.11836908279031E+03     0.14731374889188E+01     0.38388261412609E+01
    0.81804000000000E+01     0.14098455330308E+03     0.11828453128095E+03     0.14777579119661E+01     0.38388235058054E+01
    0.81826000000000E+01     0.14116242954867E+03     0.11819995767112E+03     0.14823918983444E+01     0.38388208648617E+01
    0.81848000000000E+01     0.14134007944068E+03     0.11811562463048E+03     0.14870394849806E+01     0.38388182184195E+01
    0.81870000000000E+01     0.14151750326804E+03     0.11803126896664E+03     0.14917007088931E+01     0.38388155664683E+01
    0.81892000000000E+01     0.14169470131921E+03     0.11794715380609E+03     0.14963756071921E+01     0.38388129089978E+01
    0.81914000000000E+01     0.14187167388227E+03     0.11786301550031E+03     0.15010642170804E+01     0.38388102459975E+01
    0.81936000000000E+01     0.14204842124484E+03     0.11777911763317E+03     0.15057665758536E+01     0.38388075774568E+01
    0.81958000000000E+01     0.14222494369413E+03     0.11769519609951E+03     0.15104827208994E+01     0.38388049033654E+01
    0.81980000000000E+01     0.14240124151693E+03     0.11761151494111E+03     0.15152126896988E+01     0.38388022237126E+01
    0.82002000000000E+01     0.14257731499958E+03     0.11752780959558E+03     0.15199565198260E+01     0.38387995384881E+01
    0.82024000000000E+01     0.14275316442803E+03     0.11744434456318E+03     0.15247142489497E+01     0.38387968476811E+01
    0.82046000000000E+01     0.14292879008780E+03     0.11736085482376E+03     0.15294859148292E+01     0.38387941512812E+01
    0.82068000000000E+01     0.14310419226396E+03     0.11727760533659E+03     0.15342715553210E+01     0.38387914492778E+01
    0.82090000000000E+01     0.14327937124121E+03     0.11719433062320E+03     0.15390712083731E+01     0.38387887416603E+01
    0.82112000000000E+01     0.14345432730378E+03     0.11711129610242E+03     0.15438849120279E+01     0.38387860284180E+01
    0.82134000000000E+01     0.14362906073551E+03     0.11702823583693E+03     0.15487127044249E+01     0.38387833095404E+01
    0.82156000000000E+01     0.14380357181981E+03     0.11694541570565E+03     0.15535546237939E+01     0.38387805850168E+01
    0.82178000000000E+01     0.14397786083969E+03     0.11686256931185E+03     0.15584107084638E+01     0.38387778548366E+01
    0.82200000000000E+01     0.14415192807771E+03     0.11677996299512E+03     0.15632809968554E+01     0.38387751189889E+01
    0.82222000000000E+01     0.14432577381605E+03     0.11669732989875E+03     0.15681655274866E+01     0.38387723774632E+01
    0.82244000000000E+01     0.14449939833645E+03     0.11661493682352E+03     0.15730643389691E+01     0.38387696302487E+01
    0.82266000000000E+01     0.14467280192024E+03     0.11653251645221E+03     0.15779774700116E+01     0.38387668773347E+01
    0.82288000000000E+01     0.14484598484835E+03     0.11645033604737E+03     0.15829049594189E+01     0.38387641187104E+01
    0.82310000000000E+01     0.14501894740127E+03     0.11636812783069E+03     0.15878468460906E+01     0.38387613543651E+01
    0.82332000000000E+01     0.14519168985909E+03     0.11628615952702E+03     0.15928031690231E+01     0.38387585842879E+01
    0.82354000000000E+01     0.14536421250150E+03     0.11620416289643E+03     0.15977739673097E+01     0.38387558084681E+01
    0.82376000000000E+01     0.14553651560777E+03     0.11612240612661E+03     0.16027592801398E+01     0.38387530268948E+01
    0.82398000000000E+01     0.14570859945675E+03     0.11604062051548E+03     0.16077591468012E+01     0.38387502395571E+01
    0.82420000000000E+01     0.14588046432689E+03     0.11595907471410E+03     0.16127736066768E+01     0.38387474464443E+01
    0.82442000000000E+01     0.14605211049622E+03     0.11587749955767E+03     0.16178026992482E+01     0.38387446475454E+01
    0.82464000000000E+01     0.14622353824238E+03     0.11579616416120E+03     0.16228464640941E+01     0.38387418428495E+01
    0.82486000000000E+01     0.14639474784259E+03     0.11571479889660E+03     0.16279049408913E+01     0.38387390323457E+01
    0.82508000000000E+01     0.14656573957367E+03     0.11563367334339E+03     0.16329781694136E+01     0.38387362160231E+01
    0.82530000000000E+01     0.14673651371201E+03     0.11555251740964E+03     0.16380661895341E+01     0.38387333938707E+01
    0.82552000000000E+01     0.14690707053363E+03     0.11547160113991E+03     0.16431690412252E+01     0.38387305658776E+01
    0.82574000000000E+01     0.14707741031412E+03     0.11539065397788E+03     0.16482867645555E+01     0.38387277320327E+01
    0.82596000000000E+01     0.14724753332866E+03     0.11530994643371E+03     0.16534193996950E+01     0.38387248923250E+01
    0.82618000000000E+01     0.14741743985206E+03     0.11522920748615E+03     0.16585669869096E+01     0.38387220467436E+01
    0.82640000000000E+01     0.14758713015870E+03     0.11514870811148E+03     0.16637295665685E+01     0.38387191952773E+01
    0.82662000000000E+01     0.14775660452255E+03     0.11506817682297E+03     0.16689071791373E+01     0.38387163379152E+01
    0.82684000000000E+01     0.14792586321720E+03     0.11498788506360E+03     0.16740998651829E+01     0.38387134746460E+01
    0.82706000000000E+01     0.14809490651584E+03     0.11490756088058E+03     0.16793076653713E+01     0.38387106054588E+01
    0.82728000000000E+01     0.14826373469123E+03     0.11482747618415E+03     0.16845306204695E+01     0.38387077303424E+01
    0.82750000000000E+01     0.14843234801577E+03     0.11474735855491E+03     0.16897687713447E+01     0.38387048492857E+01
    0.82772000000000E+01     0.14860074676143E+03     0.11466748037089E+03     0.16950221589637E+01     0.38387019622775E+01
    0.82794000000000E+01     0.14876893119979E+03     0.11458756874553E+03     0.17002908243953E+01     0.38386990693066E+01
    0.82816000000000E+01     0.14893690160205E+03     0.11450789652522E+03     0.17055748088094E+01     0.38386961703618E+01
    0.82838000000000E+01     0.14910465823898E+03     0.11442819035569E+03     0.17108741534764E+01     0.38386932654320E+01
    0.82860000000000E+01     0.14927220138099E+03     0.11434872355221E+03     0.17161888997689E+01     0.38386903545059E+01
    0.82882000000000E+01     0.14943953129806E+03     0.11426922229226E+03     0.17215190891602E+01     0.38386874375723E+01
    0.82904000000000E+01     0.14960664825981E+03     0.11418996036056E+03     0.17268647632274E+01     0.38386845146198E+01
    0.82926000000000E+01     0.14977355253543E+03     0.11411066346576E+03     0.17322259636476E+01     0.38386815856373E+01
    0.82948000000000E+01     0.14994024439374E+03     0.11403160586259E+03     0.17376027322022E+01     0.38386786506134E+01
    0.82970000000000E+01     0.15010672410317E+03     0.11395251279031E+03     0.17429951107738E+01     0.38386757095367E+01
    0.82992000000000E+01     0.15027299193173E+03     0.11387365897421E+03     0.17484031413487E+01     0.38386727623960E+01
    0.83014000000000E+01     0.15043904814707E+03     0.11379476918362E+03     0.17538268660154E+01     0.38386698091799E+01
    0.83036000000000E+01     0.15060489301644E+03     0.11371611861495E+03     0.17592663269671E+01     0.38386668498769E+01
    0.83058000000000E+01     0.15077052680669E+03     0.11363743156702E+03     0.17647215664995E+01     0.38386638844758E+01
    0.83080000000000E+01     0.15093594978428E+03     0.11355898370790E+03     0.17701926270120E+01     0.38386609129650E+01
    0.83102000000000E+01     0.15110116221530E+03     0.11348049886537E+03     0.17756795510080E+01     0.38386579353332E+01
    0.83124000000000E+01     0.15126616436543E+03     0.11340225317971E+03     0.17811823810958E+01     0.38386549515689E+01
    0.83146000000000E+01     0.15143095649997E+03     0.11332397000711E+03     0.17867011599869E+01     0.38386519616607E+01
    0.83168000000000E+01     0.15159553888384E+03     0.11324592596061E+03     0.17922359304999E+01     0.38386489655970E+01
    0.83190000000000E+01     0.15175991178156E+03     0.11316784392422E+03     0.17977867355541E+01     0.38386459633663E+01
    0.83212000000000E+01     0.15192407545729E+03     0.11309000098434E+03     0.18033536181781E+01     0.38386429549570E+01
    0.83234000000000E+01     0.15208803017477E+03     0.11301211955223E+03     0.18089366215037E+01     0.38386399403578E+01
    0.83256000000000E+01     0.15225177619737E+03     0.11293447718817E+03     0.18145357887686E+01     0.38386369195569E+01
    0.83278000000000E+01     0.15241531378810E+03     0.11285679583014E+03     0.18201511633162E+01     0.38386338925428E+01
    0.83300000000000E+01     0.15257864320955E+03     0.11277935351288E+03     0.18257827885968E+01     0.38386308593040E+01
    0.83322000000000E+01     0.15274176472395E+03     0.11270187170052E+03     0.18314307081653E+01     0.38386278198286E+01
    0.83344000000000E+01     0.15290467859314E+03     0.11262462890277E+03     0.18370949656847E+01     0.38386247741052E+01
    0.83366000000000E+01     0.15306738507858E+03     0.11254734610936E+03     0.18427756049231E+01     0.38386217221221E+01
    0.83388000000000E+01     0.15322988444135E+03     0.11247030230559E+03     0.18484726697579E+01     0.38386186638676E+01
    0.83410000000000E+01     0.15339217694216E+03     0.11239321800619E+03     0.18541862041711E+01     0.38386155993299E+01
    0.83432000000000E+01     0.15355426284132E+03     0.11231637267258E+03     0.18599162522540E+01     0.38386125284974E+01
    0.83454000000000E+01     0.15371614239877E+03     0.11223948634397E+03     0.18656628582053E+01     0.38386094513583E+01
    0.83476000000000E+01     0.15387781587409E+03     0.11216283895843E+03     0.18714260663296E+01     0.38386063679009E+01
    0.83498000000000E+01     0.15403928352646E+03     0.11208615007911E+03     0.18772059210420E+01     0.38386032781134E+01
    0.83520000000000E+01     0.15420054561468E+03     0.11200970012129E+03     0.18830024668660E+01     0.38386001819839E+01
    0.83542000000000E+01     0.15436160239720E+03     0.11193320817147E+03     0.18888157484312E+01     0.38385970795008E+01
    0.83564000000000E+01     0.15452245413208E+03     0.11185695512273E+03     0.18946458104782E+01     0.38385939706521E+01
    0.83586000000000E+01     0.15468310107700E+03     0.11178065958434E+03     0.19004926978567E+01     0.38385908554259E+01
    0.83608000000000E+01     0.15484354348926E+03     0.11170460292773E+03     0.19063564555237E+01     0.38385877338105E+01
    0.83630000000000E+01     0.15500378162582E+03     0.11162850328441E+03     0.19122371285488E+01     0.38385846057939E+01
    0.83652000000000E+01     0.15516381574323E+03     0.11155264250469E+03     0.19181347621079E+01     0.38385814713642E+01
    0.83674000000000E+01     0.15532364609768E+03     0.11147673824176E+03     0.19240494014902E+01     0.38385783305095E+01
    0.83696000000000E+01     0.15548327294499E+03     0.11140107282540E+03     0.19299810920919E+01     0.38385751832178E+01
    0.83718000000000E+01     0.15564269654063E+03     0.11132536342988E+03     0.19359298794225E+01     0.38385720294771E+01
    0.83740000000000E+01     0.15580191713965E+03     0.11124989286502E+03     0.19418958091007E+01     0.38385688692755E+01
    0.83762000000000E+01     0.15596093499678E+03     0.11117437782562E+03     0.19478789268564E+01     0.38385657026010E+01
    0.83784000000000E+01     0.15611975036635E+03     0.11109910160208E+03     0.19538792785317E+01     0.38385625294415E+01
    0.83806000000000E+01     0.15627836350234E+03     0.11102378040918E+03     0.19598969100775E+01     0.38385593497850E+01
    0.83828000000000E+01     0.15643677465835E+03     0.11094869801847E+03     0.19659318675602E+01     0.38385561636193E+01
    0.83850000000000E+01     0.15659498408762E+03     0.11087357016414E+03     0.19719841971546E+01     0.38385529709325E+01
    0.83872000000000E+01     0.15675299204302E+03     0.11079868109943E+03     0.19780539451490E+01     0.38385497717124E+01
    0.83894000000000E+01     0.15691079877704E+03     0.11072374607738E+03     0.19841411579446E+01     0.38385465659469E+01
    0.83916000000000E+01     0.15706840454184E+03     0.11064904983350E+03     0.19902458820554E+01     0.38385433536238E+01
    0.83938000000000E+01     0.15722580958918E+03     0.11057430713911E+03     0.19963681641065E+01     0.38385401347309E+01
    0.83960000000000E+01     0.15738301417048E+03     0.11049980321256E+03     0.20025080508378E+01     0.38385369092561E+01
    0.83982000000000E+01     0.15754001853678E+03     0.11042525234288E+03     0.20086655891027E+01     0.38385336771873E+01
    0.84004000000000E+01     0.15769682293876E+03     0.11035094023179E+03     0.20148408258670E+01     0.38385304385120E+01
    0.84026000000000E+01     0.15785342762674E+03     0.11027658068549E+03     0.20210338082109E+01     0.38385271932181E+01
    0.84048000000000E+01     0.15800983285069E+03     0.11020245988966E+03     0.20272445833285E+01     0.38385239412934E+01
    0.84070000000000E+01     0.15816603886021E+03     0.11012829116706E+03     0.20334731985297E+01     0.38385206827255E+01
    0.84092000000000E+01     0.15832204590452E+03     0.11005436118790E+03     0.20397197012359E+01     0.38385174175022E+01
    0.84114000000000E+01     0.15847785423251E+03     0.10998038279097E+03     0.20459841389870E+01     0.38385141456110E+01
    0.84136000000000E+01     0.15863346409270E+03     0.10990664313154E+03     0.20522665594351E+01     0.38385108670397E+01
    0.84158000000000E+01     0.15878887573324E+03     0.10983285456385E+03     0.20585670103490E+01     0.38385075817759E+01
    0.84180000000000E+01     0.15894408940194E+03     0.10975930472884E+03     0.20648855396135E+01     0.38385042898073E+01
    0.84202000000000E+01     0.15909910534624E+03     0.10968570549561E+03     0.20712221952268E+01     0.38385009911213E+01
    0.84224000000000E+01     0.15925392381324E+03     0.10961234499130E+03     0.20775770253069E+01     0.38384976857056E+01
    0.84246000000000E+01     0.15940854504965E+03     0.10953893459935E+03     0.20839500780848E+01     0.38384943735477E+01
    0.84268000000000E+01     0.15956296930185E+03     0.10946576293366E+03     0.20903414019096E+01     0.38384910546352E+01
    0.84290000000000E+01     0.15971719681587E+03     0.10939254089143E+03     0.20967510452477E+01     0.38384877289556E+01
    0.84312000000000E+01     0.15987122783737E+03     0.10931955757389E+03     0.21031790566808E+01     0.38384843964963E+01
    0.84334000000000E+01     0.16002506261166E+03     0.10924652339141E+03     0.21096254849097E+01     0.38384810572448E+01
    0.84356000000000E+01     0.16017870138371E+03     0.10917372793313E+03     0.21160903787522E+01     0.38384777111887E+01
    0.84378000000000E+01     0.16033214439810E+03     0.10910088112204E+03     0.21225737871433E+01     0.38384743583153E+01
    0.84400000000000E+01     0.16048539189911E+03     0.10902827303573E+03     0.21290757591365E+01     0.38384709986120E+01
    0.84422000000000E+01     0.16063844413062E+03     0.10895561310926E+03     0.21355963439038E+01     0.38384676320662E+01
    0.84444000000000E+01     0.16079130133619E+03     0.10888319190924E+03     0.21421355907362E+01     0.38384642586653E+01
    0.84466000000000E+01     0.16094396375903E+03     0.10881071838220E+03     0.21486935490425E+01     0.38384608783967E+01
    0.84488000000000E+01     0.16109643164198E+03     0.10873848358435E+03     0.21552702683505E+01     0.38384574912477E+01
    0.84510000000000E+01     0.16124870522753E+03     0.10866619597314E+03     0.21618657983091E+01     0.38384540972055E+01
    0.84532000000000E+01     0.16140078475786E+03     0.10859414709493E+03     0.21684801886845E+01     0.38384506962575E+01
    0.84554000000000E+01     0.16155267047475E+03     0.10852204491750E+03     0.21751134893648E+01     0.38384472883909E+01
    0.84576000000000E+01     0.16170436261967E+03     0.10845018147797E+03     0.21817657503563E+01     0.38384438735931E+01
    0.84598000000000E+01     0.16185586143372E+03     0.10837826425387E+03     0.21884370217875E+01     0.38384404518511E+01
    0.84620000000000E+01     0.16200716715768E+03     0.10830658577362E+03     0.21951273539064E+01     0.38384370231523E+01
    0.84642000000000E+01     0.16215828003195E+03     0.10823485302394E+03     0.22018367970819E+01     0.38384335874838E+01
    0.84664000000000E+01     0.16230920029661E+03     0.10816335902512E+03     0.22085654018039E+01     0.38384301448327E+01
    0.84686000000000E+01     0.16245992819139E+03     0.10809181027253E+03     0.22153132186844E+01     0.38384266951863E+01
    0.84708000000000E+01     0.16261046395567E+03     0.10802050027886E+03     0.22220802984565E+01     0.38384232385316E+01
    0.84730000000000E+01     0.16276080782850E+03     0.10794913504756E+03     0.22288666919753E+01     0.38384197748557E+01
    0.84752000000000E+01     0.16291096004857E+03     0.10787800858431E+03     0.22356724502186E+01     0.38384163041458E+01
    0.84774000000000E+01     0.16306092085423E+03     0.10780682640003E+03     0.22424976242856E+01     0.38384128263889E+01
    0.84796000000000E+01     0.16321069048350E+03     0.10773588299400E+03     0.22493422653986E+01     0.38384093415720E+01
    0.84818000000000E+01     0.16336026917406E+03     0.10766488338405E+03     0.22562064249035E+01     0.38384058496822E+01
    0.84840000000000E+01     0.16350965716323E+03     0.10759412256358E+03     0.22630901542686E+01     0.38384023507064E+01
    0.84862000000000E+01     0.16365885468800E+03     0.10752330505677E+03     0.22699935050854E+01     0.38383988446316E+01
    0.84884000000000E+01     0.16380786198503E+03     0.10745272635173E+03     0.22769165290705E+01     0.38383953314448E+01
    0.84906000000000E+01     0.16395667929064E+03     0.10738209047841E+03     0.22838592780633E+01     0.38383918111330E+01
    0.84928000000000E+01     0.16410530684079E+03     0.10731169342020E+03     0.22908218040275E+01     0.38383882836830E+01
    0.84950000000000E+01     0.16425374487112E+03     0.10724123871224E+03     0.22978041590515E+01     0.38383847490817E+01
    0.84972000000000E+01     0.16440199361694E+03     0.10717102283377E+03     0.23048063953495E+01     0.38383812073160E+01
    0.84994000000000E+01     0.16455005331321E+03     0.10710074882457E+03     0.23118285652583E+01     0.38383776583728E+01
    0.85016000000000E+01     0.16469792419455E+03     0.10703071366027E+03     0.23188707212425E+01     0.38383741022388E+01
    0.85038000000000E+01     0.16484560649525E+03     0.10696061988471E+03     0.23259329158914E+01     0.38383705389010E+01
    0.85060000000000E+01     0.16499310044928E+03     0.10689076497051E+03     0.23330152019193E+01     0.38383669683461E+01
    0.85082000000000E+01     0.16514040629025E+03     0.10682085096500E+03     0.23401176321678E+01     0.38383633905608E+01
    0.85104000000000E+01     0.16528752425146E+03     0.10675117583835E+03     0.23472402596046E+01     0.38383598055319E+01
    0.85126000000000E+01     0.16543445456585E+03     0.10668144114078E+03     0.23543831373230E+01     0.38383562132461E+01
    0.85148000000000E+01     0.16558119746605E+03     0.10661194534061E+03     0.23615463185443E+01     0.38383526136902E+01
