&IN
 ETA=  2.6000000000000001     ,
 XI0=  84500.000000000000     ,
 BETA=  6.5999999999999996     ,
 P=-0.56999999999999995     ,
 K0=  5.5999999999999996     ,
 KF=  3.0000000000000000     ,
 L0=  10.000000000000000     ,
 LF=  35.000000000000000     ,
 LM=  15.000000000000000     ,
 LW=  3.0000000000000000     ,
 T0=  1700000.0000000000     ,
 TF=  27000000.000000000     ,
 VS=  6.5900000000000004E-003,
 NMAX=10000      ,
 /
   2.6000000000000001     
   84500.000000000000     
   6.5999999999999996     
 -0.56999999999999995     
   5.5999999999999996     
   3.0000000000000000     
   10.000000000000000     
   35.000000000000000     
   15.000000000000000     
   3.0000000000000000     
   1700000.0000000000     
   27000000.000000000     
   6.5900000000000004E-003
       10000
   2.5000000000000001E-003

L                        T                        Ta                       v                        
    0.14437500000000E+02     0.42688847508460E+07     0.32095944268504E+07     0.13295618097491E+04     0.45718529801772E+01
    0.14440000000000E+02     0.42696221891515E+07     0.32108488846846E+07     0.13309248782094E+04     0.45706726139907E+01
    0.14442500000000E+02     0.42703597812542E+07     0.32120991913050E+07     0.13322882041200E+04     0.45694918805221E+01
    0.14445000000000E+02     0.42710975285455E+07     0.32133544226543E+07     0.13336517878796E+04     0.45683107812975E+01
    0.14447500000000E+02     0.42718354324155E+07     0.32146054957916E+07     0.13350156298914E+04     0.45671293178445E+01
    0.14450000000000E+02     0.42725734942529E+07     0.32158615004947E+07     0.13363797305627E+04     0.45659474916922E+01
    0.14452500000000E+02     0.42733117154446E+07     0.32171133399800E+07     0.13377440903049E+04     0.45647653043713E+01
    0.14455000000000E+02     0.42740500973763E+07     0.32183701178764E+07     0.13391087095338E+04     0.45635827574138E+01
    0.14457500000000E+02     0.42747886414320E+07     0.32196227235413E+07     0.13404735886690E+04     0.45623998523531E+01
    0.14460000000000E+02     0.42755273489944E+07     0.32208802744710E+07     0.13418387281345E+04     0.45612165907243E+01
    0.14462500000000E+02     0.42762662214443E+07     0.32221336461479E+07     0.13432041283584E+04     0.45600329740638E+01
    0.14465000000000E+02     0.42770052601615E+07     0.32233919699517E+07     0.13445697897727E+04     0.45588490039095E+01
    0.14467500000000E+02     0.42777444665239E+07     0.32246461074733E+07     0.13459357128137E+04     0.45576646818007E+01
    0.14470000000000E+02     0.42784838419081E+07     0.32259052039926E+07     0.13473018979217E+04     0.45564800092781E+01
    0.14472500000000E+02     0.42792233876890E+07     0.32271601071925E+07     0.13486683455411E+04     0.45552949878840E+01
    0.14475000000000E+02     0.42799631052400E+07     0.32284199762694E+07     0.13500350561201E+04     0.45541096191619E+01
    0.14477500000000E+02     0.42807029959330E+07     0.32296756449818E+07     0.13514020301112E+04     0.45529239046569E+01
    0.14480000000000E+02     0.42814430611385E+07     0.32309362864589E+07     0.13527692679709E+04     0.45517378459154E+01
    0.14482500000000E+02     0.42821833022252E+07     0.32321927205187E+07     0.13541367701594E+04     0.45505514444853E+01
    0.14485000000000E+02     0.42829237205603E+07     0.32334541342394E+07     0.13555045371412E+04     0.45493647019158E+01
    0.14487500000000E+02     0.42836643175096E+07     0.32347113334820E+07     0.13568725693846E+04     0.45481776197574E+01
    0.14490000000000E+02     0.42844050944371E+07     0.32359735192902E+07     0.13582408673619E+04     0.45469901995624E+01
    0.14492500000000E+02     0.42851460527055E+07     0.32372314835518E+07     0.13596094315491E+04     0.45458024428839E+01
    0.14495000000000E+02     0.42858871936757E+07     0.32384944412922E+07     0.13609782624265E+04     0.45446143512769E+01
    0.14497500000000E+02     0.42866285187072E+07     0.32397531704094E+07     0.13623473604780E+04     0.45434259262975E+01
    0.14500000000000E+02     0.42873700291578E+07     0.32410168999272E+07     0.13637167261915E+04     0.45422371695032E+01
    0.14502500000000E+02     0.42881117263836E+07     0.32422763937374E+07     0.13650863600586E+04     0.45410480824528E+01
    0.14505000000000E+02     0.42888536117395E+07     0.32435408948785E+07     0.13664562625750E+04     0.45398586667066E+01
    0.14507500000000E+02     0.42895956865784E+07     0.32448011532198E+07     0.13678264342401E+04     0.45386689238261E+01
    0.14510000000000E+02     0.42903379522518E+07     0.32460664258307E+07     0.13691968755569E+04     0.45374788553742E+01
    0.14512500000000E+02     0.42910804101095E+07     0.32473274485416E+07     0.13705675870326E+04     0.45362884629152E+01
    0.14515000000000E+02     0.42918230614998E+07     0.32485934924695E+07     0.13719385691779E+04     0.45350977480146E+01
    0.14517500000000E+02     0.42925659077693E+07     0.32498552793892E+07     0.13733098225074E+04     0.45339067122393E+01
    0.14520000000000E+02     0.42933089502631E+07     0.32511220944819E+07     0.13746813475393E+04     0.45327153571575E+01
    0.14522500000000E+02     0.42940521903244E+07     0.32523846454503E+07     0.13760531447956E+04     0.45315236843387E+01
    0.14525000000000E+02     0.42947956292951E+07     0.32536522315563E+07     0.13774252148020E+04     0.45303316953537E+01
    0.14527500000000E+02     0.42955392685152E+07     0.32549155464139E+07     0.13787975580880E+04     0.45291393917745E+01
    0.14530000000000E+02     0.42962831093233E+07     0.32561839033821E+07     0.13801701751867E+04     0.45279467751746E+01
    0.14532500000000E+02     0.42970271530562E+07     0.32574479819700E+07     0.13815430666348E+04     0.45267538471287E+01
    0.14535000000000E+02     0.42977714010491E+07     0.32587171096501E+07     0.13829162329727E+04     0.45255606092126E+01
    0.14537500000000E+02     0.42985158546354E+07     0.32599819518100E+07     0.13842896747445E+04     0.45243670630036E+01
    0.14540000000000E+02     0.42992605151472E+07     0.32612518500523E+07     0.13856633924979E+04     0.45231732100802E+01
    0.14542500000000E+02     0.43000053839146E+07     0.32625174556266E+07     0.13870373867840E+04     0.45219790520221E+01
    0.14545000000000E+02     0.43007504622662E+07     0.32637881242820E+07     0.13884116581578E+04     0.45207845904102E+01
    0.14547500000000E+02     0.43014957515289E+07     0.32650544931136E+07     0.13897862071776E+04     0.45195898268269E+01
    0.14550000000000E+02     0.43022412530278E+07     0.32663259320336E+07     0.13911610344054E+04     0.45183947628556E+01
    0.14552500000000E+02     0.43029869680865E+07     0.32675930639661E+07     0.13925361404066E+04     0.45171994000809E+01
    0.14555000000000E+02     0.43037328980269E+07     0.32688652730030E+07     0.13939115257504E+04     0.45160037400889E+01
    0.14557500000000E+02     0.43044790441691E+07     0.32701331678805E+07     0.13952871910091E+04     0.45148077844667E+01
    0.14560000000000E+02     0.43052254078315E+07     0.32714061468869E+07     0.13966631367588E+04     0.45136115348026E+01
    0.14562500000000E+02     0.43059719903310E+07     0.32726748045542E+07     0.13980393635789E+04     0.45124149926862E+01
    0.14565000000000E+02     0.43067187929825E+07     0.32739485533836E+07     0.13994158720523E+04     0.45112181597082E+01
    0.14567500000000E+02     0.43074658170996E+07     0.32752179736861E+07     0.14007926627654E+04     0.45100210374608E+01
    0.14570000000000E+02     0.43082130639937E+07     0.32764924921924E+07     0.14021697363079E+04     0.45088236275369E+01
    0.14572500000000E+02     0.43089605349748E+07     0.32777626749761E+07     0.14035470932730E+04     0.45076259315309E+01
    0.14575000000000E+02     0.43097082313512E+07     0.32790379630139E+07     0.14049247342573E+04     0.45064279510385E+01
    0.14577500000000E+02     0.43104561544294E+07     0.32803089081255E+07     0.14063026598606E+04     0.45052296876561E+01
    0.14580000000000E+02     0.43112043055139E+07     0.32815849655500E+07     0.14076808706862E+04     0.45040311429817E+01
    0.14582500000000E+02     0.43119526859080E+07     0.32828566728365E+07     0.14090593673408E+04     0.45028323186143E+01
    0.14585000000000E+02     0.43127012969129E+07     0.32841334995036E+07     0.14104381504342E+04     0.45016332161540E+01
    0.14587500000000E+02     0.43134501398281E+07     0.32854059688129E+07     0.14118172205797E+04     0.45004338372022E+01
    0.14590000000000E+02     0.43141992159514E+07     0.32866835645790E+07     0.14131965783938E+04     0.44992341833612E+01
    0.14592500000000E+02     0.43149485265789E+07     0.32879567957594E+07     0.14145762244963E+04     0.44980342562346E+01
    0.14595000000000E+02     0.43156980730048E+07     0.32892351604815E+07     0.14159561595103E+04     0.44968340574272E+01
    0.14597500000000E+02     0.43164478565216E+07     0.32905091533820E+07     0.14173363840619E+04     0.44956335885447E+01
    0.14600000000000E+02     0.43171978784202E+07     0.32917882869178E+07     0.14187168987808E+04     0.44944328511939E+01
    0.14602500000000E+02     0.43179481399895E+07     0.32930630413880E+07     0.14200977042996E+04     0.44932318469831E+01
    0.14605000000000E+02     0.43186986425167E+07     0.32943429435957E+07     0.14214788012542E+04     0.44920305775212E+01
    0.14607500000000E+02     0.43194493872874E+07     0.32956184594858E+07     0.14228601902837E+04     0.44908290444186E+01
    0.14610000000000E+02     0.43202003755850E+07     0.32968991302241E+07     0.14242418720304E+04     0.44896272492864E+01
    0.14612500000000E+02     0.43209516086916E+07     0.32981754073849E+07     0.14256238471395E+04     0.44884251937371E+01
    0.14615000000000E+02     0.43217030878871E+07     0.32994568465133E+07     0.14270061162596E+04     0.44872228793841E+01
    0.14617500000000E+02     0.43224548144499E+07     0.33007338847961E+07     0.14283886800423E+04     0.44860203078420E+01
    0.14620000000000E+02     0.43232067896565E+07     0.33020160921747E+07     0.14297715391423E+04     0.44848174807263E+01
    0.14622500000000E+02     0.43239590147815E+07     0.33032938914314E+07     0.14311546942172E+04     0.44836143996536E+01
    0.14625000000000E+02     0.43247114910978E+07     0.33045768669207E+07     0.14325381459281E+04     0.44824110662417E+01
    0.14627500000000E+02     0.43254642198765E+07     0.33058554270038E+07     0.14339218949386E+04     0.44812074821093E+01
    0.14630000000000E+02     0.43262172023869E+07     0.33071391704650E+07     0.14353059419157E+04     0.44800036488760E+01
    0.14632500000000E+02     0.43269704398962E+07     0.33084184912277E+07     0.14366902875294E+04     0.44787995681627E+01
    0.14635000000000E+02     0.43277239336703E+07     0.33097030025227E+07     0.14380749324524E+04     0.44775952415912E+01
    0.14637500000000E+02     0.43284776849727E+07     0.33109830838186E+07     0.14394598773607E+04     0.44763906707844E+01
    0.14640000000000E+02     0.43292316950655E+07     0.33122683628097E+07     0.14408451229330E+04     0.44751858573659E+01
    0.14642500000000E+02     0.43299859652087E+07     0.33135492044931E+07     0.14422306698513E+04     0.44739808029607E+01
    0.14645000000000E+02     0.43307404966607E+07     0.33148352510432E+07     0.14436165188001E+04     0.44727755091945E+01
    0.14647500000000E+02     0.43314952906778E+07     0.33161168529690E+07     0.14450026704670E+04     0.44715699776942E+01
    0.14650000000000E+02     0.43322503485146E+07     0.33174036669417E+07     0.14463891255427E+04     0.44703642100876E+01
    0.14652500000000E+02     0.43330056714237E+07     0.33186860289653E+07     0.14477758847204E+04     0.44691582080034E+01
    0.14655000000000E+02     0.43337612606562E+07     0.33199736102247E+07     0.14491629486965E+04     0.44679519730713E+01
    0.14657500000000E+02     0.43345171174608E+07     0.33212567322020E+07     0.14505503181700E+04     0.44667455069221E+01
    0.14660000000000E+02     0.43352732430848E+07     0.33225450806129E+07     0.14519379938428E+04     0.44655388111874E+01
    0.14662500000000E+02     0.43360296387734E+07     0.33238289624006E+07     0.14533259764197E+04     0.44643318874997E+01
    0.14665000000000E+02     0.43367863057700E+07     0.33251180778282E+07     0.14547142666083E+04     0.44631247374927E+01
    0.14667500000000E+02     0.43375432453161E+07     0.33264027192833E+07     0.14561028651188E+04     0.44619173628008E+01
    0.14670000000000E+02     0.43383004586512E+07     0.33276926015935E+07     0.14574917726644E+04     0.44607097650593E+01
    0.14672500000000E+02     0.43390579470132E+07     0.33289780025738E+07     0.14588809899609E+04     0.44595019459047E+01
    0.14675000000000E+02     0.43398157116378E+07     0.33302686516331E+07     0.14602705177268E+04     0.44582939069741E+01
    0.14677500000000E+02     0.43405737537590E+07     0.33315548119968E+07     0.14616603566836E+04     0.44570856499057E+01
    0.14680000000000E+02     0.43413320746089E+07     0.33328462276721E+07     0.14630505075550E+04     0.44558771763385E+01
    0.14682500000000E+02     0.43420906754175E+07     0.33341331472781E+07     0.14644409710680E+04     0.44546684879125E+01
    0.14685000000000E+02     0.43428495574131E+07     0.33354253294371E+07     0.14658317479517E+04     0.44534595862686E+01
    0.14687500000000E+02     0.43436087218221E+07     0.33367130081448E+07     0.14672228389382E+04     0.44522504730483E+01
    0.14690000000000E+02     0.43443681698688E+07     0.33380059566556E+07     0.14686142447622E+04     0.44510411498944E+01
    0.14692500000000E+02     0.43451279027758E+07     0.33392943943249E+07     0.14700059661609E+04     0.44498316184502E+01
    0.14695000000000E+02     0.43458879217635E+07     0.33405881090562E+07     0.14713980038742E+04     0.44486218803601E+01
    0.14697500000000E+02     0.43466482280507E+07     0.33418773055478E+07     0.14727903586445E+04     0.44474119372693E+01
    0.14700000000000E+02     0.43474088228540E+07     0.33431717863689E+07     0.14741830312169E+04     0.44462017908238E+01
    0.14702500000000E+02     0.43481697073882E+07     0.33444617415438E+07     0.14755760223390E+04     0.44449914426704E+01
    0.14705000000000E+02     0.43489308828662E+07     0.33457569883246E+07     0.14769693327609E+04     0.44437808944568E+01
    0.14707500000000E+02     0.43496923504988E+07     0.33470477020444E+07     0.14783629632352E+04     0.44425701478316E+01
    0.14710000000000E+02     0.43504541114951E+07     0.33483437146553E+07     0.14797569145172E+04     0.44413592044441E+01
    0.14712500000000E+02     0.43512161670619E+07     0.33496351867822E+07     0.14811511873645E+04     0.44401480659445E+01
    0.14715000000000E+02     0.43519785184045E+07     0.33509319650942E+07     0.14825457825373E+04     0.44389367339837E+01
    0.14717500000000E+02     0.43527411667257E+07     0.33522241954911E+07     0.14839407007982E+04     0.44377252102135E+01
    0.14720000000000E+02     0.43535041132268E+07     0.33535217393757E+07     0.14853359429121E+04     0.44365134962865E+01
    0.14722500000000E+02     0.43542673591070E+07     0.33548147279057E+07     0.14867315096467E+04     0.44353015938561E+01
    0.14725000000000E+02     0.43550309055634E+07     0.33561130372351E+07     0.14881274017719E+04     0.44340895045763E+01
    0.14727500000000E+02     0.43557947537913E+07     0.33574067837623E+07     0.14895236200598E+04     0.44328772301020E+01
    0.14730000000000E+02     0.43565589049839E+07     0.33587058584091E+07     0.14909201652853E+04     0.44316647720890E+01
    0.14732500000000E+02     0.43573233603325E+07     0.33600003627977E+07     0.14923170382253E+04     0.44304521321937E+01
    0.14735000000000E+02     0.43580881210263E+07     0.33613002026351E+07     0.14937142396594E+04     0.44292393120732E+01
    0.14737500000000E+02     0.43588531882527E+07     0.33625954647501E+07     0.14951117703692E+04     0.44280263133856E+01
    0.14740000000000E+02     0.43596185631971E+07     0.33638960696520E+07     0.14965096311388E+04     0.44268131377894E+01
    0.14742500000000E+02     0.43603842470426E+07     0.33651920893590E+07     0.14979078227546E+04     0.44255997869441E+01
    0.14745000000000E+02     0.43611502409706E+07     0.33664934591996E+07     0.14993063460052E+04     0.44243862625099E+01
    0.14747500000000E+02     0.43619165461605E+07     0.33677902363646E+07     0.15007052016817E+04     0.44231725661475E+01
    0.14750000000000E+02     0.43626831637896E+07     0.33690923710188E+07     0.15021043905772E+04     0.44219586995186E+01
    0.14752500000000E+02     0.43634500950331E+07     0.33703899055084E+07     0.15035039134871E+04     0.44207446642854E+01
    0.14755000000000E+02     0.43642173410644E+07     0.33716928048516E+07     0.15049037712092E+04     0.44195304621109E+01
    0.14757500000000E+02     0.43649849030548E+07     0.33729910965330E+07     0.15063039645434E+04     0.44183160946587E+01
    0.14760000000000E+02     0.43657527821734E+07     0.33742947604412E+07     0.15077044942917E+04     0.44171015635933E+01
    0.14762500000000E+02     0.43665209795876E+07     0.33755938091820E+07     0.15091053612583E+04     0.44158868705796E+01
    0.14765000000000E+02     0.43672894964625E+07     0.33768982375318E+07     0.15105065662499E+04     0.44146720172834E+01
    0.14767500000000E+02     0.43680583339614E+07     0.33781980432002E+07     0.15119081100748E+04     0.44134570053710E+01
    0.14770000000000E+02     0.43688274932455E+07     0.33795032358686E+07     0.15133099935440E+04     0.44122418365094E+01
    0.14772500000000E+02     0.43695969754737E+07     0.33808037983334E+07     0.15147122174702E+04     0.44110265123664E+01
    0.14775000000000E+02     0.43703667818032E+07     0.33821097551980E+07     0.15161147826683E+04     0.44098110346102E+01
    0.14777500000000E+02     0.43711369133890E+07     0.33834110743284E+07     0.15175176899555E+04     0.44085954049098E+01
    0.14780000000000E+02     0.43719073713842E+07     0.33847177952674E+07     0.15189209401509E+04     0.44073796249348E+01
    0.14782500000000E+02     0.43726781569397E+07     0.33860198709334E+07     0.15203245340756E+04     0.44061636963554E+01
    0.14785000000000E+02     0.43734492712043E+07     0.33873273558254E+07     0.15217284725530E+04     0.44049476208424E+01
    0.14787500000000E+02     0.43742207153249E+07     0.33886301878972E+07     0.15231327564081E+04     0.44037314000673E+01
    0.14790000000000E+02     0.43749924904462E+07     0.33899384366215E+07     0.15245373864684E+04     0.44025150357022E+01
    0.14792500000000E+02     0.43757645977110E+07     0.33912420249701E+07     0.15259423635632E+04     0.44012985294196E+01
    0.14795000000000E+02     0.43765370382600E+07     0.33925510374064E+07     0.15273476885236E+04     0.44000818828927E+01
    0.14797500000000E+02     0.43773098132316E+07     0.33938553819031E+07     0.15287533621829E+04     0.43988650977955E+01
    0.14800000000000E+02     0.43780829237624E+07     0.33951651579318E+07     0.15301593853764E+04     0.43976481758023E+01
    0.14802500000000E+02     0.43788563709869E+07     0.33964702584486E+07     0.15315657589411E+04     0.43964311185880E+01
    0.14805000000000E+02     0.43796301560373E+07     0.33977807979505E+07     0.15329724837161E+04     0.43952139278282E+01
    0.14807500000000E+02     0.43804042800440E+07     0.33990866543599E+07     0.15343795605424E+04     0.43939966051990E+01
    0.14810000000000E+02     0.43811787441352E+07     0.34003979572163E+07     0.15357869902629E+04     0.43927791523769E+01
    0.14812500000000E+02     0.43819535494368E+07     0.34017045693912E+07     0.15371947737223E+04     0.43915615710391E+01
    0.14815000000000E+02     0.43827286970730E+07     0.34030166354841E+07     0.15386029117672E+04     0.43903438628633E+01
    0.14817500000000E+02     0.43835041881657E+07     0.34043240032981E+07     0.15400114052460E+04     0.43891260295278E+01
    0.14820000000000E+02     0.43842800238347E+07     0.34056368325098E+07     0.15414202550092E+04     0.43879080727113E+01
    0.14822500000000E+02     0.43850562051976E+07     0.34069449558370E+07     0.15428294619088E+04     0.43866899940930E+01
    0.14825000000000E+02     0.43858327333701E+07     0.34082585480505E+07     0.15442390267988E+04     0.43854717953527E+01
    0.14827500000000E+02     0.43866096094657E+07     0.34095674267653E+07     0.15456489505349E+04     0.43842534781707E+01
    0.14830000000000E+02     0.43873868345959E+07     0.34108817818642E+07     0.15470592339746E+04     0.43830350442277E+01
    0.14832500000000E+02     0.43881644098698E+07     0.34121914158417E+07     0.15484698779771E+04     0.43818164952050E+01
    0.14835000000000E+02     0.43889423363947E+07     0.34135065337099E+07     0.15498808834036E+04     0.43805978327842E+01
    0.14837500000000E+02     0.43897206152756E+07     0.34148169228257E+07     0.15512922511167E+04     0.43793790586477E+01
    0.14840000000000E+02     0.43904992476155E+07     0.34161328033478E+07     0.15527039819810E+04     0.43781601744779E+01
    0.14842500000000E+02     0.43912782345151E+07     0.34174439474781E+07     0.15541160768626E+04     0.43769411819581E+01
    0.14845000000000E+02     0.43920575770732E+07     0.34187605905390E+07     0.15555285366294E+04     0.43757220827718E+01
    0.14847500000000E+02     0.43928372763862E+07     0.34200724895603E+07     0.15569413621509E+04     0.43745028786030E+01
    0.14850000000000E+02     0.43936173335487E+07     0.34213898950457E+07     0.15583545542985E+04     0.43732835711361E+01
    0.14852500000000E+02     0.43943977496528E+07     0.34227025488353E+07     0.15597681139449E+04     0.43720641620561E+01
    0.14855000000000E+02     0.43951785257889E+07     0.34240207166312E+07     0.15611820419646E+04     0.43708446530482E+01
    0.14857500000000E+02     0.43959596630447E+07     0.34253341250666E+07     0.15625963392339E+04     0.43696250457981E+01
    0.14860000000000E+02     0.43967411625063E+07     0.34266530550597E+07     0.15640110066304E+04     0.43684053419919E+01
    0.14862500000000E+02     0.43975230252573E+07     0.34279672180190E+07     0.15654260450334E+04     0.43671855433163E+01
    0.14865000000000E+02     0.43983052523794E+07     0.34292869100964E+07     0.15668414553238E+04     0.43659656514580E+01
    0.14867500000000E+02     0.43990878449518E+07     0.34306018274584E+07     0.15682572383842E+04     0.43647456681044E+01
    0.14870000000000E+02     0.43998708040520E+07     0.34319222815077E+07     0.15696733950985E+04     0.43635255949432E+01
    0.14872500000000E+02     0.44006541307550E+07     0.34332379531515E+07     0.15710899263522E+04     0.43623054336624E+01
    0.14875000000000E+02     0.44014378261337E+07     0.34345591690608E+07     0.15725068330326E+04     0.43610851859505E+01
    0.14877500000000E+02     0.44022218912589E+07     0.34358755948661E+07     0.15739241160281E+04     0.43598648534962E+01
    0.14880000000000E+02     0.44030063271993E+07     0.34371975725242E+07     0.15753417762288E+04     0.43586444379887E+01
    0.14882500000000E+02     0.44037911350213E+07     0.34385147523711E+07     0.15767598145263E+04     0.43574239411174E+01
    0.14885000000000E+02     0.44045763157892E+07     0.34398374916671E+07     0.15781782318136E+04     0.43562033645723E+01
    0.14887500000000E+02     0.44053618705652E+07     0.34411554254364E+07     0.15795970289852E+04     0.43549827100433E+01
    0.14890000000000E+02     0.44061478004091E+07     0.34424789262599E+07     0.15810162069370E+04     0.43537619792211E+01
    0.14892500000000E+02     0.44069341063787E+07     0.34437976138327E+07     0.15824357665664E+04     0.43525411737965E+01
    0.14895000000000E+02     0.44077207895296E+07     0.34451218760739E+07     0.15838557087721E+04     0.43513202954604E+01
    0.14897500000000E+02     0.44085078509152E+07     0.34464413173319E+07     0.15852760344543E+04     0.43500993459043E+01
    0.14900000000000E+02     0.44092952915867E+07     0.34477663408816E+07     0.15866967445145E+04     0.43488783268200E+01
    0.14902500000000E+02     0.44100831125931E+07     0.34490865357070E+07     0.15881178398556E+04     0.43476572398995E+01
    0.14905000000000E+02     0.44108713149814E+07     0.34504123204563E+07     0.15895393213819E+04     0.43464360868349E+01
    0.14907500000000E+02     0.44116598997961E+07     0.34517332687317E+07     0.15909611899991E+04     0.43452148693189E+01
    0.14910000000000E+02     0.44124488680796E+07     0.34530598145723E+07     0.15923834466140E+04     0.43439935890443E+01
    0.14912500000000E+02     0.44132382208724E+07     0.34543815161809E+07     0.15938060921349E+04     0.43427722477041E+01
    0.14915000000000E+02     0.44140279592123E+07     0.34557088230050E+07     0.15952291274715E+04     0.43415508469917E+01
    0.14917500000000E+02     0.44148180841353E+07     0.34570312778305E+07     0.15966525535345E+04     0.43403293886008E+01
    0.14920000000000E+02     0.44156085966751E+07     0.34583593455308E+07     0.15980763712361E+04     0.43391078742250E+01
    0.14922500000000E+02     0.44163994978630E+07     0.34596825534572E+07     0.15995005814897E+04     0.43378863055585E+01
    0.14925000000000E+02     0.44171907887284E+07     0.34610113819270E+07     0.16009251852099E+04     0.43366646842956E+01
    0.14927500000000E+02     0.44179824702982E+07     0.34623353428391E+07     0.16023501833127E+04     0.43354430121308E+01
    0.14930000000000E+02     0.44187745435973E+07     0.34636649319720E+07     0.16037755767152E+04     0.43342212907587E+01
    0.14932500000000E+02     0.44195670096483E+07     0.34649896457548E+07     0.16052013663356E+04     0.43329995218743E+01
    0.14935000000000E+02     0.44203598694716E+07     0.34663199954449E+07     0.16066275530935E+04     0.43317777071727E+01
    0.14937500000000E+02     0.44211531240854E+07     0.34676454619841E+07     0.16080541379097E+04     0.43305558483492E+01
    0.14940000000000E+02     0.44219467745056E+07     0.34689765721262E+07     0.16094811217060E+04     0.43293339470994E+01
    0.14942500000000E+02     0.44227408217460E+07     0.34703027913079E+07     0.16109085054054E+04     0.43281120051188E+01
    0.14945000000000E+02     0.44235352668181E+07     0.34716346617972E+07     0.16123362899321E+04     0.43268900241034E+01
    0.14947500000000E+02     0.44243301107311E+07     0.34729616335079E+07     0.16137644762116E+04     0.43256680057491E+01
    0.14950000000000E+02     0.44251253544921E+07     0.34742942642399E+07     0.16151930651701E+04     0.43244459517521E+01
    0.14952500000000E+02     0.44259209991060E+07     0.34756219883668E+07     0.16166220577354E+04     0.43232238638086E+01
    0.14955000000000E+02     0.44267170455753E+07     0.34769553792378E+07     0.16180514548359E+04     0.43220017436152E+01
    0.14957500000000E+02     0.44275134949005E+07     0.34782838556683E+07     0.16194812574016E+04     0.43207795928684E+01
    0.14960000000000E+02     0.44283103480795E+07     0.34796180065749E+07     0.16209114663631E+04     0.43195574132650E+01
    0.14962500000000E+02     0.44291076061084E+07     0.34809472351972E+07     0.16223420826523E+04     0.43183352065017E+01
    0.14965000000000E+02     0.44299052699808E+07     0.34822821460364E+07     0.16237731072022E+04     0.43171129742754E+01
    0.14967500000000E+02     0.44307033406880E+07     0.34836121267389E+07     0.16252045409466E+04     0.43158907182834E+01
    0.14970000000000E+02     0.44315018192192E+07     0.34849477974085E+07     0.16266363848207E+04     0.43146684402226E+01
    0.14972500000000E+02     0.44323007065614E+07     0.34862785300802E+07     0.16280686397602E+04     0.43134461417904E+01
    0.14975000000000E+02     0.44331000036993E+07     0.34876149604782E+07     0.16295013067023E+04     0.43122238246840E+01
    0.14977500000000E+02     0.44338997116152E+07     0.34889464450086E+07     0.16309343865848E+04     0.43110014906008E+01
    0.14980000000000E+02     0.44346998312893E+07     0.34902836350336E+07     0.16323678803466E+04     0.43097791412384E+01
    0.14982500000000E+02     0.44355003636996E+07     0.34916158713126E+07     0.16338017889277E+04     0.43085567782943E+01
    0.14985000000000E+02     0.44363013098217E+07     0.34929538208636E+07     0.16352361132689E+04     0.43073344034660E+01
    0.14987500000000E+02     0.44371026706290E+07     0.34942868087817E+07     0.16366708543119E+04     0.43061120184513E+01
    0.14990000000000E+02     0.44379044470927E+07     0.34956255177583E+07     0.16381060129995E+04     0.43048896249477E+01
    0.14992500000000E+02     0.44387066401817E+07     0.34969592572062E+07     0.16395415902752E+04     0.43036672246530E+01
    0.14995000000000E+02     0.44395092508627E+07     0.34982987255084E+07     0.16409775870834E+04     0.43024448192650E+01
    0.14997500000000E+02     0.44403122801000E+07     0.34996332163777E+07     0.16424140043697E+04     0.43012224104814E+01
    0.15000000000000E+02     0.44411157288557E+07     0.35009734439060E+07     0.16438508430802E+04     0.43000000000000E+01
    0.15002500000000E+02     0.44419195980897E+07     0.35023086860883E+07     0.16452881041620E+04     0.42987775895186E+01
    0.15005000000000E+02     0.44427238887595E+07     0.35036496727436E+07     0.16467257885632E+04     0.42975551807350E+01
    0.15007500000000E+02     0.44435286018206E+07     0.35049856661313E+07     0.16481638972325E+04     0.42963327753470E+01
    0.15010000000000E+02     0.44443337382259E+07     0.35063274118152E+07     0.16496024311196E+04     0.42951103750523E+01
    0.15012500000000E+02     0.44451392989262E+07     0.35076641563010E+07     0.16510413911748E+04     0.42938879815487E+01
    0.15015000000000E+02     0.44459452848700E+07     0.35090066609153E+07     0.16524807783495E+04     0.42926655965340E+01
    0.15017500000000E+02     0.44467516970036E+07     0.35103441563925E+07     0.16539205935957E+04     0.42914432217057E+01
    0.15020000000000E+02     0.44475585362709E+07     0.35116874198396E+07     0.16553608378662E+04     0.42902208587616E+01
    0.15022500000000E+02     0.44483658036136E+07     0.35130256662018E+07     0.16568015121146E+04     0.42889985093992E+01
    0.15025000000000E+02     0.44491734999711E+07     0.35143696883847E+07     0.16582426172953E+04     0.42877761753160E+01
    0.15027500000000E+02     0.44499816262806E+07     0.35157086855260E+07     0.16596841543633E+04     0.42865538582096E+01
    0.15030000000000E+02     0.44507901834769E+07     0.35170534663479E+07     0.16611261242744E+04     0.42853315597774E+01
    0.15032500000000E+02     0.44515991724925E+07     0.35183932141631E+07     0.16625685279853E+04     0.42841092817166E+01
    0.15035000000000E+02     0.44524085942578E+07     0.35197387535277E+07     0.16640113664531E+04     0.42828870257246E+01
    0.15037500000000E+02     0.44532184497008E+07     0.35210792519118E+07     0.16654546406359E+04     0.42816647934983E+01
    0.15040000000000E+02     0.44540287397472E+07     0.35224255497234E+07     0.16668983514922E+04     0.42804425867350E+01
