&IN
 ETA= 0.83999999999999997     ,
 XI0= 0.32300000000000001     ,
 BETA=  4.8399999999999999     ,
 P=-0.29999999999999999     ,
 K0=  3.8399999999999999     ,
 KF=  1.0000000000000000     ,
 L0=  8.0000000000000000     ,
 LF=  30.000000000000000     ,
 LM=  20.000000000000000     ,
 LW=  5.0000000000000000     ,
 T0=  125.59999999999999     ,
 TF=  681.00000000000000     ,
 VS= 0.92000000000000004     ,
 NMAX=10000      ,
 /
  0.83999999999999997     
  0.32300000000000001     
   4.8399999999999999     
 -0.29999999999999999     
   3.8399999999999999     
   1.0000000000000000     
   8.0000000000000000     
   30.000000000000000     
   20.000000000000000     
   5.0000000000000000     
   125.59999999999999     
   681.00000000000000     
  0.92000000000000004     
       10000
   2.2000000000000001E-003

L                        T                        Ta                       v                        
    0.80836000000000E+01     0.13981427301211E+03     0.12255075514295E+03     0.77375061613827E+00     0.38389344189249E+01
    0.80858000000000E+01     0.14017953286218E+03     0.12247266219434E+03     0.77619845382117E+00     0.38389320098591E+01
    0.80880000000000E+01     0.14054434906551E+03     0.12239480209278E+03     0.77865354304152E+00     0.38389295957364E+01
    0.80902000000000E+01     0.14090872218591E+03     0.12231693164307E+03     0.78111590373944E+00     0.38389271765472E+01
    0.80924000000000E+01     0.14127265278634E+03     0.12223929395763E+03     0.78358555590495E+00     0.38389247522817E+01
    0.80946000000000E+01     0.14163614142896E+03     0.12216164541480E+03     0.78606251957908E+00     0.38389223229303E+01
    0.80968000000000E+01     0.14199918867506E+03     0.12208422955473E+03     0.78854681485326E+00     0.38389198884832E+01
    0.80990000000000E+01     0.14236179508512E+03     0.12200680232881E+03     0.79103846186885E+00     0.38389174489307E+01
    0.81012000000000E+01     0.14272396121878E+03     0.12192960770539E+03     0.79353748081844E+00     0.38389150042630E+01
    0.81034000000000E+01     0.14308568763484E+03     0.12185240120838E+03     0.79604389194472E+00     0.38389125544703E+01
    0.81056000000000E+01     0.14344697489130E+03     0.12177542723489E+03     0.79855771554193E+00     0.38389100995429E+01
    0.81078000000000E+01     0.14380782354530E+03     0.12169844088082E+03     0.80107897195574E+00     0.38389076394709E+01
    0.81100000000000E+01     0.14416823415318E+03     0.12162168697254E+03     0.80360768158165E+00     0.38389051742446E+01
    0.81122000000000E+01     0.14452820727045E+03     0.12154492017741E+03     0.80614386486719E+00     0.38389027038540E+01
    0.81144000000000E+01     0.14488774345179E+03     0.12146838575160E+03     0.80868754231150E+00     0.38389002282893E+01
    0.81166000000000E+01     0.14524684325106E+03     0.12139183793341E+03     0.81123873446431E+00     0.38388977475406E+01
    0.81188000000000E+01     0.14560550722130E+03     0.12131552240931E+03     0.81379746192746E+00     0.38388952615981E+01
    0.81210000000000E+01     0.14596373591473E+03     0.12123919298805E+03     0.81636374535459E+00     0.38388927704518E+01
    0.81232000000000E+01     0.14632152988278E+03     0.12116309578688E+03     0.81893760545131E+00     0.38388902740919E+01
    0.81254000000000E+01     0.14667888967601E+03     0.12108698418447E+03     0.82151906297459E+00     0.38388877725082E+01
    0.81276000000000E+01     0.14703581584423E+03     0.12101110472942E+03     0.82410813873389E+00     0.38388852656910E+01
    0.81298000000000E+01     0.14739230893637E+03     0.12093521036977E+03     0.82670485359050E+00     0.38388827536302E+01
    0.81320000000000E+01     0.14774836950062E+03     0.12085954808597E+03     0.82930922845816E+00     0.38388802363158E+01
    0.81342000000000E+01     0.14810399808429E+03     0.12078387039494E+03     0.83192128430297E+00     0.38388777137379E+01
    0.81364000000000E+01     0.14845919523393E+03     0.12070842470948E+03     0.83454104214386E+00     0.38388751858863E+01
    0.81386000000000E+01     0.14881396149527E+03     0.12063296311487E+03     0.83716852305180E+00     0.38388726527511E+01
    0.81408000000000E+01     0.14916829741323E+03     0.12055773345679E+03     0.83980374815115E+00     0.38388701143221E+01
    0.81430000000000E+01     0.14952220353192E+03     0.12048248738834E+03     0.84244673861843E+00     0.38388675705894E+01
    0.81452000000000E+01     0.14987568039466E+03     0.12040747318861E+03     0.84509751568368E+00     0.38388650215428E+01
    0.81474000000000E+01     0.15022872854396E+03     0.12033244207799E+03     0.84775610063012E+00     0.38388624671722E+01
    0.81496000000000E+01     0.15058134852154E+03     0.12025764276950E+03     0.85042251479364E+00     0.38388599074675E+01
    0.81518000000000E+01     0.15093354086830E+03     0.12018282605030E+03     0.85309677956414E+00     0.38388573424185E+01
    0.81540000000000E+01     0.15128530612436E+03     0.12010824106787E+03     0.85577891638412E+00     0.38388547720151E+01
    0.81562000000000E+01     0.15163664482904E+03     0.12003363817561E+03     0.85846894675084E+00     0.38388521962470E+01
    0.81584000000000E+01     0.15198755752086E+03     0.11995926695596E+03     0.86116689221414E+00     0.38388496151041E+01
    0.81606000000000E+01     0.15233804473757E+03     0.11988487732806E+03     0.86387277437821E+00     0.38388470285763E+01
    0.81628000000000E+01     0.15268810701608E+03     0.11981071930981E+03     0.86658661490124E+00     0.38388444366531E+01
    0.81650000000000E+01     0.15303774489256E+03     0.11973654238559E+03     0.86930843549534E+00     0.38388418393245E+01
    0.81672000000000E+01     0.15338695890236E+03     0.11966259700929E+03     0.87203825792644E+00     0.38388392365801E+01
    0.81694000000000E+01     0.15373574958005E+03     0.11958863222996E+03     0.87477610401570E+00     0.38388366284096E+01
    0.81716000000000E+01     0.15408411745942E+03     0.11951489893802E+03     0.87752199563798E+00     0.38388340148028E+01
    0.81738000000000E+01     0.15443206307347E+03     0.11944114574667E+03     0.88027595472277E+00     0.38388313957493E+01
    0.81760000000000E+01     0.15477958695440E+03     0.11936762398340E+03     0.88303800325427E+00     0.38388287712388E+01
    0.81782000000000E+01     0.15512668963366E+03     0.11929408182502E+03     0.88580816327142E+00     0.38388261412609E+01
    0.81804000000000E+01     0.15547337164189E+03     0.11922077103658E+03     0.88858645686850E+00     0.38388235058054E+01
    0.81826000000000E+01     0.15581963350896E+03     0.11914743935802E+03     0.89137290619400E+00     0.38388208648617E+01
    0.81848000000000E+01     0.15616547576396E+03     0.11907433899247E+03     0.89416753345236E+00     0.38388182184195E+01
    0.81870000000000E+01     0.15651089893522E+03     0.11900121724244E+03     0.89697036090301E+00     0.38388155664683E+01
    0.81892000000000E+01     0.15685590355027E+03     0.11892832674968E+03     0.89978141086058E+00     0.38388129089978E+01
    0.81914000000000E+01     0.15720049013586E+03     0.11885541437875E+03     0.90260070569540E+00     0.38388102459975E+01
    0.81936000000000E+01     0.15754465921801E+03     0.11878273321054E+03     0.90542826783354E+00     0.38388075774568E+01
    0.81958000000000E+01     0.15788841132191E+03     0.11871002967113E+03     0.90826411975652E+00     0.38388049033654E+01
    0.81980000000000E+01     0.15823174697203E+03     0.11863755728108E+03     0.91110828400188E+00     0.38388022237126E+01
    0.82002000000000E+01     0.15857466669203E+03     0.11856506202746E+03     0.91396078316336E+00     0.38387995384881E+01
    0.82024000000000E+01     0.15891717100484E+03     0.11849279787101E+03     0.91682163989132E+00     0.38387968476811E+01
    0.82046000000000E+01     0.15925926043259E+03     0.11842051035927E+03     0.91969087689076E+00     0.38387941512812E+01
    0.82068000000000E+01     0.15960093549666E+03     0.11834845389370E+03     0.92256851692502E+00     0.38387914492778E+01
    0.82090000000000E+01     0.15994219671767E+03     0.11827637358178E+03     0.92545458281256E+00     0.38387887416603E+01
    0.82112000000000E+01     0.16028304461547E+03     0.11820452426618E+03     0.92834909742856E+00     0.38387860284180E+01
    0.82134000000000E+01     0.16062347970915E+03     0.11813265061382E+03     0.93125208370649E+00     0.38387833095404E+01
    0.82156000000000E+01     0.16096350251703E+03     0.11806100790913E+03     0.93416356463426E+00     0.38387805850168E+01
    0.82178000000000E+01     0.16130311355670E+03     0.11798934037789E+03     0.93708356325925E+00     0.38387778548366E+01
    0.82200000000000E+01     0.16164231334495E+03     0.11791790374683E+03     0.94001210268427E+00     0.38387751189889E+01
    0.82222000000000E+01     0.16198110239786E+03     0.11784644180009E+03     0.94294920607038E+00     0.38387723774632E+01
    0.82244000000000E+01     0.16231948123072E+03     0.11777521070719E+03     0.94589489663500E+00     0.38387696302487E+01
    0.82266000000000E+01     0.16265745035807E+03     0.11770395381012E+03     0.94884919765403E+00     0.38387668773347E+01
    0.82288000000000E+01     0.16299501029372E+03     0.11763292772172E+03     0.95181213246101E+00     0.38387641187104E+01
    0.82310000000000E+01     0.16333216155071E+03     0.11756187534128E+03     0.95478372444665E+00     0.38387613543651E+01
    0.82332000000000E+01     0.16366890464134E+03     0.11749105372550E+03     0.95776399705964E+00     0.38387585842879E+01
    0.82354000000000E+01     0.16400524007714E+03     0.11742020533044E+03     0.96075297380714E+00     0.38387558084681E+01
    0.82376000000000E+01     0.16434116836892E+03     0.11734958765718E+03     0.96375067825400E+00     0.38387530268948E+01
    0.82398000000000E+01     0.16467669002673E+03     0.11727894271803E+03     0.96675713402427E+00     0.38387502395571E+01
    0.82420000000000E+01     0.16501180555987E+03     0.11720852845898E+03     0.96977236479914E+00     0.38387474464443E+01
    0.82442000000000E+01     0.16534651547692E+03     0.11713808644804E+03     0.97279639431916E+00     0.38387446475454E+01
    0.82464000000000E+01     0.16568082028569E+03     0.11706787507665E+03     0.97582924638337E+00     0.38387418428495E+01
    0.82486000000000E+01     0.16601472049326E+03     0.11699763546799E+03     0.97887094484968E+00     0.38387390323457E+01
    0.82508000000000E+01     0.16634821660597E+03     0.11692762645947E+03     0.98192151363431E+00     0.38387362160231E+01
    0.82530000000000E+01     0.16668130912943E+03     0.11685758872892E+03     0.98498097671332E+00     0.38387333938707E+01
    0.82552000000000E+01     0.16701399856850E+03     0.11678778156024E+03     0.98804935812237E+00     0.38387305658776E+01
    0.82574000000000E+01     0.16734628542730E+03     0.11671794518538E+03     0.99112668195496E+00     0.38387277320327E+01
    0.82596000000000E+01     0.16767817020924E+03     0.11664833933525E+03     0.99421297236562E+00     0.38387248923250E+01
    0.82618000000000E+01     0.16800965341697E+03     0.11657870379540E+03     0.99730825356653E+00     0.38387220467436E+01
    0.82640000000000E+01     0.16834073555242E+03     0.11650929874430E+03     0.10004125498321E+01     0.38387191952773E+01
    0.82662000000000E+01     0.16867141711679E+03     0.11643986352052E+03     0.10035258854943E+01     0.38387163379152E+01
    0.82684000000000E+01     0.16900169861055E+03     0.11637065875063E+03     0.10066482849466E+01     0.38387134746460E+01
    0.82706000000000E+01     0.16933158053343E+03     0.11630142332573E+03     0.10097797726416E+01     0.38387106054588E+01
    0.82728000000000E+01     0.16966106338444E+03     0.11623241832098E+03     0.10129203730928E+01     0.38387077303424E+01
    0.82750000000000E+01     0.16999014766187E+03     0.11616338217948E+03     0.10160701108739E+01     0.38387048492857E+01
    0.82772000000000E+01     0.17031883386328E+03     0.11609457642551E+03     0.10192290106187E+01     0.38387019622775E+01
    0.82794000000000E+01     0.17064712248551E+03     0.11602573905364E+03     0.10223970970220E+01     0.38386990693066E+01
    0.82816000000000E+01     0.17097501402467E+03     0.11595713203783E+03     0.10255743948396E+01     0.38386961703618E+01
    0.82838000000000E+01     0.17130250897616E+03     0.11588849292354E+03     0.10287609288878E+01     0.38386932654320E+01
    0.82860000000000E+01     0.17162960783464E+03     0.11582008413495E+03     0.10319567240441E+01     0.38386903545059E+01
    0.82882000000000E+01     0.17195631109407E+03     0.11575164276791E+03     0.10351618052466E+01     0.38386874375723E+01
    0.82904000000000E+01     0.17228261924769E+03     0.11568343169732E+03     0.10383761974962E+01     0.38386845146198E+01
    0.82926000000000E+01     0.17260853278802E+03     0.11561518756888E+03     0.10415999258535E+01     0.38386815856373E+01
    0.82948000000000E+01     0.17293405220686E+03     0.11554717370875E+03     0.10448330154418E+01     0.38386786506134E+01
    0.82970000000000E+01     0.17325917799530E+03     0.11547912631197E+03     0.10480754914457E+01     0.38386757095367E+01
    0.82992000000000E+01     0.17358391064373E+03     0.11541130915647E+03     0.10513273791116E+01     0.38386727623960E+01
    0.83014000000000E+01     0.17390825064180E+03     0.11534345798607E+03     0.10545887037478E+01     0.38386698091799E+01
    0.83036000000000E+01     0.17423219847849E+03     0.11527583703105E+03     0.10578594907253E+01     0.38386668498769E+01
    0.83058000000000E+01     0.17455575464202E+03     0.11520818158346E+03     0.10611397654768E+01     0.38386638844758E+01
    0.83080000000000E+01     0.17487891961995E+03     0.11514075632642E+03     0.10644295534974E+01     0.38386609129650E+01
    0.83102000000000E+01     0.17520169389910E+03     0.11507329609972E+03     0.10677288803447E+01     0.38386579353332E+01
    0.83124000000000E+01     0.17552407796561E+03     0.11500606603987E+03     0.10710377716393E+01     0.38386549515689E+01
    0.83146000000000E+01     0.17584607230490E+03     0.11493880053382E+03     0.10743562530640E+01     0.38386519616607E+01
